Time,EventID,Source,Suspicious,Details
Mon Jun  9 21:19:08 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-8', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc14', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Mon Jun  9 21:19:08 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-8', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc14', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Mon Jun  9 20:39:07 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x538', 'C:\\Windows\\System32\\lsass.exe', '-', '-')"
Mon Jun  9 20:39:07 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Mon Jun  9 20:37:57 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Sat Jun  7 20:53:28 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-7', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x6ff8', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Sat Jun  7 20:53:28 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-7', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x6ff8', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Sat Jun  7 20:10:48 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x538', 'C:\\Windows\\System32\\lsass.exe', '-', '-')"
Sat Jun  7 20:10:48 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Sat Jun  7 20:09:11 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Sat Jun  7 11:37:36 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-6', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x3664', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Sat Jun  7 11:37:36 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-6', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x3664', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Sat Jun  7 10:11:41 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x538', 'C:\\Windows\\System32\\lsass.exe', '-', '-')"
Sat Jun  7 10:11:41 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Sat Jun  7 10:11:11 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Fri Jun  6 16:14:42 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-5', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xe54', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Fri Jun  6 16:14:42 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-5', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xe54', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Fri Jun  6 15:45:17 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x538', 'C:\\Windows\\System32\\lsass.exe', '-', '-')"
Fri Jun  6 15:45:17 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Fri Jun  6 15:45:15 2025,4625,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', 'S-1-0-0', '-', '-', '0xc000006d', '%%2304', '0xc0000380', '2', 'User32 ', 'Negotiate', '-', '-', '-', '0', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Fri Jun  6 15:44:54 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Thu Jun  5 21:24:41 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-4', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x35e0', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Thu Jun  5 21:24:41 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-4', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x35e0', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Thu Jun  5 21:06:18 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x538', 'C:\\Windows\\System32\\lsass.exe', '-', '-')"
Thu Jun  5 21:06:18 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Thu Jun  5 21:05:32 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Wed Jun  4 20:47:22 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-3', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x58e8', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Wed Jun  4 20:47:22 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-3', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x58e8', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Wed Jun  4 20:13:17 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x538', 'C:\\Windows\\System32\\lsass.exe', '-', '-')"
Wed Jun  4 20:13:17 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Wed Jun  4 20:13:14 2025,4625,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', 'S-1-0-0', '-', '-', '0xc000006d', '%%2304', '0xc0000380', '2', 'User32 ', 'Negotiate', '-', '-', '-', '0', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Wed Jun  4 20:12:45 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Tue Jun  3 21:38:16 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-2', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x1094', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Tue Jun  3 21:38:16 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-2', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x1094', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Tue Jun  3 21:36:03 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x538', 'C:\\Windows\\System32\\lsass.exe', '-', '-')"
Tue Jun  3 21:36:03 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'sujayskp123@gmail.com', 'MicrosoftAccount', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0xc34', 'C:\\Windows\\System32\\svchost.exe', '127.0.0.1', '0')"
Tue Jun  3 20:40:22 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-1', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x6e0', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Tue Jun  3 20:40:22 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-1', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x6e0', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Tue Jun  3 20:40:22 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-0', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x4d4', 'C:\\Windows\\System32\\wininit.exe', '-', '-')"
Tue Jun  3 20:40:21 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x538', 'C:\\Windows\\System32\\lsass.exe', '%%1936', '0x4d4', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\wininit.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:21 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x528', 'C:\\Windows\\System32\\LsaIso.exe', '%%1936', '0x4d4', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\wininit.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:21 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x51c', 'C:\\Windows\\System32\\services.exe', '%%1936', '0x4d4', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\wininit.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:21 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x4dc', 'C:\\Windows\\System32\\csrss.exe', '%%1936', '0x4cc', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:21 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x4d4', 'C:\\Windows\\System32\\wininit.exe', '%%1936', '0x36c', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:21 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x4cc', 'C:\\Windows\\System32\\smss.exe', '%%1936', '0x2c8', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:19 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x468', 'C:\\Windows\\System32\\csrss.exe', '%%1936', '0x36c', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:11 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x36c', 'C:\\Windows\\System32\\smss.exe', '%%1936', '0x2c8', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:09 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x2d8', 'C:\\Windows\\System32\\autochk.exe', '%%1936', '0x2c8', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:40:07 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x2c8', 'C:\\Windows\\System32\\smss.exe', '%%1936', '0x4', '', 'S-1-0-0', '-', '-', '0x0', '', 'S-1-16-16384')"
Tue Jun  3 20:40:07 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0xe8', 'Registry', '%%1936', '0x4', '', 'S-1-0-0', '-', '-', '0x0', '', 'S-1-16-16384')"
Tue Jun  3 20:40:07 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0xbc', '', '%%1936', '0x4', '', 'S-1-0-0', '-', '-', '0x0', '', 'S-1-16-16384')"
Tue Jun  3 20:39:12 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'DWM-1', 'Window Manager', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x6e0', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Tue Jun  3 20:39:12 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-1', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x6e0', 'C:\\Windows\\System32\\winlogon.exe', '-', '-')"
Tue Jun  3 20:39:12 2025,4648,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', 'LAPTOP-6VRMS633$', 'WORKGROUP', '0x3e7', '{00000000-0000-0000-0000-000000000000}', 'UMFD-0', 'Font Driver Host', '{00000000-0000-0000-0000-000000000000}', 'localhost', 'localhost', '0x4d0', 'C:\\Windows\\System32\\wininit.exe', '-', '-')"
Tue Jun  3 20:39:11 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x534', 'C:\\Windows\\System32\\lsass.exe', '%%1936', '0x4d0', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\wininit.exe', 'S-1-16-16384')"
Tue Jun  3 20:39:11 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x528', 'C:\\Windows\\System32\\LsaIso.exe', '%%1936', '0x4d0', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\wininit.exe', 'S-1-16-16384')"
Tue Jun  3 20:39:11 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x518', 'C:\\Windows\\System32\\services.exe', '%%1936', '0x4d0', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\wininit.exe', 'S-1-16-16384')"
Tue Jun  3 20:39:11 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x4d8', 'C:\\Windows\\System32\\csrss.exe', '%%1936', '0x4c8', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:39:11 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x4d0', 'C:\\Windows\\System32\\wininit.exe', '%%1936', '0x36c', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:39:11 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x4c8', 'C:\\Windows\\System32\\smss.exe', '%%1936', '0x2c8', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:39:09 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x460', 'C:\\Windows\\System32\\csrss.exe', '%%1936', '0x36c', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:39:01 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x36c', 'C:\\Windows\\System32\\smss.exe', '%%1936', '0x2c8', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:38:59 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x2d8', 'C:\\Windows\\System32\\autochk.exe', '%%1936', '0x2c8', '', 'S-1-0-0', '-', '-', '0x0', 'C:\\Windows\\System32\\smss.exe', 'S-1-16-16384')"
Tue Jun  3 20:38:57 2025,4688,Microsoft-Windows-Security-Auditing,True,"('S-1-5-18', '-', '-', '0x3e7', '0x2c8', 'C:\\Windows\\System32\\smss.exe', '%%1936', '0x4', '', 'S-1-0-0', '-', '-', '0x0', '', 'S-1-16-16384')"
